,Object Begin Date,Historical Period,height,diam,width,depth,num_period,medium_num,classif_num,culture_num
10119,640,Middle Ages,7.6,-1.0,-1.0,-1.0,3.0,3.08715953307393,3.0804206161137437,3.2307692307692313
7138,1425,Middle Ages,49.0,-1.0,35.5,-1.0,3.0,2.967391304347826,2.8736842105263163,2.0507083065035414
4891,500,Middle Ages,10.7,-1.0,39.2,1.2,3.0,2.113636363636364,2.533376226475792,3.0843537414965985
9661,580,Middle Ages,8.2,-1.0,8.7,-1.0,3.0,2.7595561035758323,2.0561683195847618,3.3641912512716177
615,1400,Middle Ages,16.5,-1.0,14.6,-1.0,3.0,2.431484115694642,2.533376226475792,1.8716605552645365
3968,500,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,2.8318584070796464,3.0598851517637407,3.2494577006507592
831,1100,Middle Ages,5.1,-1.0,55.6,-1.0,3.0,2.5384615384615383,1.895942245456809,2.5593719332679097
8691,1115,Middle Ages,5.7,11.4,-1.0,-1.0,3.0,2.1510791366906474,2.0561683195847618,2.1368655657988045
10976,1125,Middle Ages,-1.0,-1.0,-1.0,4.1,3.0,3.08715953307393,3.0804206161137437,3.0
9865,1200,Middle Ages,3.9,-1.0,-1.0,-1.0,3.0,2.8318584070796464,3.0598851517637407,2.966666666666667
4245,700,Middle Ages,4.8,-1.0,4.3,-1.0,3.0,2.0656063618290257,3.0598851517637407,3.078078078078078
558,600,Middle Ages,8.6,-1.0,3.5,1.2,3.0,2.431484115694642,3.0,3.0843537414965985
4718,900,Middle Ages,20.96,-1.0,0.64,-1.0,3.0,1.702390766694147,1.9660783101003851,2.966666666666667
6756,1100,Middle Ages,1.9,-1.0,2.5,-1.0,3.0,2.7612732095490715,3.0804206161137437,1.8866819221967963
11734,710,Middle Ages,12.7,23.5,-1.0,-1.0,3.0,2.0835561497326203,2.533376226475792,1.8158293277144928
7357,918,Middle Ages,2.5,-1.0,-1.0,-1.0,3.0,3.0460615153788453,2.533376226475792,2.536977491961415
1625,1400,Middle Ages,2.5,-1.0,16.2,-1.0,3.0,2.431484115694642,2.533376226475792,1.8716605552645365
3676,600,Middle Ages,3.7,-1.0,3.7,1.0,3.0,3.2165551839464883,2.533376226475792,3.0843537414965985
11795,1485,Middle Ages,-1.0,21.3,-1.0,-1.0,3.0,2.9331046312178386,2.4606598984771573,2.0993099715870653
8894,550,Middle Ages,7.9,-1.0,-1.0,-1.0,3.0,2.0835561497326203,2.3928881179531656,2.536977491961415
1906,1197,Middle Ages,19.7,-1.0,48.9,-1.0,3.0,1.981003799240152,1.9660783101003851,2.0507083065035414
948,1330,Middle Ages,47.7,-1.0,34.6,-1.0,3.0,2.7596153846153846,2.8736842105263163,2.0993099715870653
9290,500,Middle Ages,10.2,-1.0,9.2,-1.0,3.0,2.8318584070796464,3.0598851517637407,3.2494577006507592
12367,801,Middle Ages,16.5,-1.0,11.7,-1.0,3.0,2.431484115694642,2.3100558659217882,3.0
2039,1400,Middle Ages,10.6,-1.0,3.9,1.3,3.0,2.431484115694642,2.533376226475792,2.0507083065035414
2540,976,Middle Ages,0.1,0.8,-1.0,-1.0,3.0,2.9278826838087584,3.0517543859649123,3.1876019575856445
12048,1436,Middle Ages,264.2,-1.0,58.4,-1.0,3.0,1.981003799240152,1.9660783101003851,2.0993099715870653
4928,1100,Middle Ages,21.0,-1.0,-1.0,-1.0,3.0,3.8754961630060873,2.3928881179531656,3.0
5943,1300,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,1.8542148760330581,1.9660783101003851,2.966666666666667
47,918,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,2.9278826838087584,3.0517543859649123,2.536977491961415
12319,1300,Middle Ages,7.0,-1.0,15.6,9.0,3.0,2.431484115694642,2.8969072164948453,1.8866819221967963
8938,700,Middle Ages,8.9,-1.0,6.4,-1.0,3.0,2.0835561497326203,2.533376226475792,2.1368655657988045
213,1400,Middle Ages,-1.0,11.3,-1.0,-1.0,3.0,2.8318584070796464,3.0598851517637407,2.991869918699187
1133,700,Middle Ages,-1.0,-1.0,-1.0,85.09,3.0,2.431484115694642,1.8487972508591064,1.8719351188230855
11449,1461,Middle Ages,11.1,-1.0,25.7,-1.0,3.0,2.5535714285714284,1.895942245456809,2.5593719332679097
7120,1220,Middle Ages,83.8,-1.0,50.2,27.3,3.0,2.5,2.4606598984771573,1.8866819221967963
11877,1000,Middle Ages,-1.0,8.6,-1.0,-1.0,3.0,2.0656063618290257,3.0598851517637407,3.078078078078078
6782,1366,Middle Ages,92.1,-1.0,31.8,-1.0,3.0,1.5738354806739343,1.895942245456809,2.1368655657988045
1796,950,Middle Ages,8.7,-1.0,-1.0,-1.0,3.0,3.2165551839464883,2.3928881179531656,2.5593719332679097
3190,1475,Middle Ages,13.2,-1.0,7.0,-1.0,3.0,2.6923076923076925,2.722163308589608,2.4579945799458
3251,1401,Middle Ages,5.1,-1.0,4.0,-1.0,3.0,3.0460615153788453,2.722163308589608,1.8716605552645365
8251,1300,Middle Ages,-1.0,12.1,-1.0,-1.0,3.0,2.431484115694642,2.0561683195847618,3.3018018018018016
3406,1301,Middle Ages,-1.0,-1.0,5.7,23.5,3.0,2.431484115694642,2.0750279955207165,2.0084388185654007
5915,1300,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,2.20310116929334,3.0598851517637407,3.0
9597,1000,Middle Ages,10.2,-1.0,10.2,-1.0,3.0,1.7280405405405406,2.8736842105263163,3.0
9560,750,Middle Ages,2.9,-1.0,-1.0,-1.0,3.0,2.9278826838087584,3.0517543859649123,3.1876019575856445
10529,800,Middle Ages,3.8,-1.0,1.9,-1.0,3.0,2.9278826838087584,3.0517543859649123,3.1876019575856445
4255,700,Middle Ages,7.9,-1.0,-1.0,-1.0,3.0,2.7815126050420167,2.0561683195847618,2.1368655657988045
9532,1400,Middle Ages,24.3,-1.0,19.1,-1.0,3.0,2.776119402985074,2.295774647887324,2.0993099715870653
11330,600,Middle Ages,13.0,-1.0,9.7,-1.0,3.0,2.7595561035758323,2.0561683195847618,3.3641912512716177
13111,1300,Middle Ages,82.9,-1.0,36.7,-1.0,3.0,2.39,1.895942245456809,1.8158293277144928
1012,918,Middle Ages,5.1,8.3,-1.0,-1.0,3.0,3.0460615153788453,2.533376226475792,2.536977491961415
12514,1401,Middle Ages,10.5,-1.0,8.2,-1.0,3.0,2.081081081081081,2.722163308589608,2.0993099715870653
8530,1125,Middle Ages,-1.0,-1.0,-1.0,5.4,3.0,3.08715953307393,3.0804206161137437,3.0
253,600,Middle Ages,16.5,-1.0,13.3,-1.0,3.0,3.145038167938931,2.3928881179531656,3.9
12791,1100,Middle Ages,5.1,-1.0,55.6,-1.0,3.0,2.5384615384615383,1.895942245456809,2.5593719332679097
840,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,1.961722488038277,1.9660783101003851,2.0993099715870653
7318,1400,Middle Ages,5.4,-1.0,12.7,-1.0,3.0,3.0460615153788453,2.533376226475792,2.1368655657988045
1998,667,Middle Ages,39.4,-1.0,-1.0,-1.0,3.0,2.7815126050420167,2.0561683195847618,2.1368655657988045
6557,500,Middle Ages,2.1,-1.0,1.9,1.2,3.0,2.9278826838087584,2.533376226475792,3.0843537414965985
9859,800,Middle Ages,33.3,-1.0,38.9,-1.0,3.0,3.8754961630060873,2.3928881179531656,3.1876019575856445
795,1368,Middle Ages,-1.0,63.8,-1.0,-1.0,3.0,1.981003799240152,1.9660783101003851,2.1368655657988045
6186,600,Middle Ages,6.2,-1.0,3.0,-1.0,3.0,2.7595561035758323,2.0561683195847618,3.3641912512716177
9135,1100,Middle Ages,2.5,46.2,-1.0,-1.0,3.0,3.2165551839464883,2.533376226475792,3.1876019575856445
4617,600,Middle Ages,5.0,-1.0,22.8,-1.0,3.0,2.7595561035758323,3.0612244897959178,3.3641912512716177
12192,1200,Middle Ages,3.1,-1.0,2.5,0.4,3.0,3.08715953307393,3.0804206161137437,3.0
83,1271,Middle Ages,24.4,-1.0,253.4,-1.0,3.0,2.455089820359281,1.895942245456809,2.1368655657988045
8396,500,Middle Ages,-1.0,3.7,-1.0,-1.0,3.0,2.8318584070796464,3.0598851517637407,3.2494577006507592
1407,1100,Middle Ages,2.6,-1.0,2.0,0.8,3.0,3.1272727272727274,3.0804206161137437,3.0
6478,1400,Middle Ages,111.76,-1.0,203.2,-1.0,3.0,1.9373134328358208,1.9660783101003851,1.8158293277144928
737,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,1.7280405405405406,1.942942942942943,1.8158293277144928
5981,600,Middle Ages,28.5,-1.0,38.1,-1.0,3.0,2.7595561035758323,3.0612244897959178,3.3641912512716177
400,600,Middle Ages,13.8,-1.0,13.5,-1.0,3.0,2.7595561035758323,2.0561683195847618,3.3641912512716177
11390,1000,Middle Ages,6.4,-1.0,-1.0,-1.0,3.0,2.9278826838087584,3.0598851517637407,3.0
6315,900,Middle Ages,23.5,-1.0,0.64,-1.0,3.0,1.702390766694147,1.9660783101003851,2.966666666666667
13374,650,Middle Ages,4.5,-1.0,2.3,-1.0,3.0,2.926136363636364,2.533376226475792,3.0843537414965985
9837,500,Middle Ages,-1.0,8.9,-1.0,-1.0,3.0,2.20310116929334,2.533376226475792,3.1739130434782608
6952,1401,Middle Ages,3.3,-1.0,3.2,-1.0,3.0,3.0460615153788453,2.722163308589608,1.8716605552645365
13231,700,Middle Ages,4.8,-1.0,9.1,14.9,3.0,2.1510791366906474,2.0561683195847618,2.1368655657988045
8300,1300,Middle Ages,33.7,-1.0,46.7,46.7,3.0,3.0460615153788453,1.295343137254902,1.3780487804878048
8456,700,Middle Ages,-1.0,4.4,-1.0,-1.0,3.0,3.0460615153788453,3.0598851517637407,3.078078078078078
3463,900,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,2.9259259259259265,3.0598851517637407,3.0
2018,1300,Middle Ages,28.9,-1.0,41.9,-1.0,3.0,1.981003799240152,1.9660783101003851,2.0993099715870653
1416,1490,Middle Ages,-1.0,31.1,-1.0,-1.0,3.0,2.6666666666666665,3.0804206161137437,2.0507083065035414
13150,900,Middle Ages,32.7,-1.0,26.0,-1.0,3.0,1.9270833333333333,1.9660783101003851,2.5
3834,1300,Middle Ages,12.7,-1.0,-1.0,-1.0,3.0,2.431484115694642,2.0561683195847618,3.3018018018018016
6287,1400,Middle Ages,-1.0,9.7,-1.0,-1.0,3.0,2.431484115694642,2.0561683195847618,3.3018018018018016
7220,1300,Middle Ages,17.8,-1.0,-1.0,-1.0,3.0,1.9447983014862,2.0561683195847618,2.1368655657988045
10780,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,2.5535714285714284,1.895942245456809,2.5593719332679097
8872,1400,Middle Ages,-1.0,-1.0,20.3,196.5,3.0,2.0138888888888893,2.0750279955207165,1.78021978021978
4664,1200,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,2.4285714285714284,2.533376226475792,3.0
9829,1000,Middle Ages,-1.0,4.0,-1.0,-1.0,3.0,2.0656063618290257,3.0598851517637407,3.078078078078078
7053,700,Middle Ages,-1.0,2.2,-1.0,-1.0,3.0,2.9278826838087584,3.0517543859649123,3.1876019575856445
5684,700,Middle Ages,3.5,-1.0,-1.0,-1.0,3.0,2.9278826838087584,3.0517543859649123,3.1876019575856445
1615,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,1.981003799240152,1.9660783101003851,2.0993099715870653
1221,1100,Middle Ages,-1.0,18.3,-1.0,-1.0,3.0,2.8318584070796464,3.0598851517637407,3.0
9581,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,3.0460615153788453,3.0598851517637407,2.991869918699187
398,600,Middle Ages,3.8,-1.0,10.2,-1.0,3.0,2.7595561035758323,3.0612244897959178,3.3641912512716177
12714,1475,Middle Ages,-1.0,7.6,-1.0,-1.0,3.0,3.145038167938931,1.9814665592264304,2.0993099715870653
3219,1101,Middle Ages,6.3,-1.0,4.4,-1.0,3.0,3.0460615153788453,2.722163308589608,1.8866819221967963
2849,500,Middle Ages,3.6,-1.0,3.5,0.8,3.0,2.8106508875739644,2.533376226475792,3.0843537414965985
5601,1427,Middle Ages,37.1,-1.0,243.2,-1.0,3.0,2.109263657957245,1.895942245456809,2.1368655657988045
5791,600,Middle Ages,16.3,-1.0,13.2,-1.0,3.0,2.7595561035758323,2.0561683195847618,3.3641912512716177
5486,500,Middle Ages,7.0,-1.0,19.1,-1.0,3.0,2.7815126050420167,2.3928881179531656,2.1368655657988045
8597,1000,Middle Ages,9.5,-1.0,4.1,1.2,3.0,3.2165551839464883,2.533376226475792,3.1739130434782608
2099,500,Middle Ages,13.9,-1.0,1.4,-1.0,3.0,2.1820083682008367,2.533376226475792,3.0843537414965985
10689,1125,Middle Ages,-1.0,-1.0,-1.0,3.2,3.0,3.08715953307393,3.0804206161137437,3.0
8721,1125,Middle Ages,-1.0,-1.0,-1.0,4.5,3.0,3.08715953307393,3.0804206161137437,3.0
9201,900,Middle Ages,0.7,-1.0,2.3,0.2,3.0,2.9278826838087584,2.4606598984771573,3.1739130434782608
10108,550,Middle Ages,47.3,-1.0,15.2,-1.0,3.0,1.702390766694147,1.895942245456809,2.7419354838709675
7061,1270,Middle Ages,-1.0,-1.0,-1.0,4.4,3.0,3.3285714285714287,1.9814665592264304,1.8866819221967963
8906,700,Middle Ages,-1.0,9.7,-1.0,-1.0,3.0,2.9331046312178386,3.0598851517637407,3.078078078078078
7104,700,Middle Ages,-1.0,2.5,-1.0,-1.0,3.0,2.9278826838087584,3.0517543859649123,3.1876019575856445
10713,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,1.702390766694147,2.2151898734177213,3.0
6421,500,Middle Ages,256.8,-1.0,101.6,3.8,3.0,3.08715953307393,2.378571428571429,3.1739130434782608
4415,1100,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,3.8754961630060873,2.0561683195847618,2.675
6468,1401,Middle Ages,8.9,-1.0,7.6,-1.0,3.0,1.9606164383561644,2.722163308589608,1.9807692307692308
1605,900,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,1.702390766694147,1.9660783101003851,2.966666666666667
537,900,Middle Ages,16.0,-1.0,-1.0,-1.0,3.0,3.0460615153788453,2.3928881179531656,2.7777777777777777
6816,700,Middle Ages,5.0,-1.0,15.0,17.8,3.0,2.9278826838087584,2.533376226475792,3.0444444444444443
4429,1464,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,3.0460615153788453,1.6310130164119978,2.0993099715870653
3844,580,Middle Ages,34.2,-1.0,8.1,-1.0,3.0,1.9674796747967482,2.091633466135458,3.3641912512716177
1645,1220,Middle Ages,4.2,-1.0,3.6,0.8,3.0,2.9278826838087584,1.9593495934959348,2.4579945799458
12898,750,Middle Ages,0.3,2.2,-1.0,-1.0,3.0,2.9278826838087584,3.0517543859649123,3.1876019575856445
11881,1450,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,2.338842975206612,2.226744186046512,3.0
10404,1201,Middle Ages,7.6,-1.0,5.8,-1.0,3.0,2.7614213197969546,2.722163308589608,2.1974758723088343
13104,1300,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,2.20310116929334,3.0598851517637407,2.991869918699187
8789,1100,Middle Ages,-1.0,27.0,-1.0,-1.0,3.0,1.782383419689119,3.0598851517637407,3.0
2870,900,Middle Ages,25.4,-1.0,0.64,-1.0,3.0,1.702390766694147,1.9660783101003851,2.966666666666667
531,1250,Middle Ages,17.3,-1.0,14.5,-1.0,3.0,1.96875,1.895942245456809,1.8158293277144928
8751,1000,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,2.20310116929334,3.0598851517637407,3.078078078078078
12525,1330,Middle Ages,45.7,-1.0,29.8,-1.0,3.0,2.152631578947368,1.895942245456809,2.0993099715870653
123,960,Middle Ages,2.2,-1.0,-1.0,4.8,3.0,2.0656063618290257,3.0517543859649123,2.1368655657988045
13070,1450,Middle Ages,-1.0,-1.0,1.4,9.7,3.0,1.9606164383561644,1.8487972508591064,1.8719351188230855
11276,1000,Middle Ages,7.0,19.1,-1.0,-1.0,3.0,2.1510791366906474,2.0561683195847618,2.1368655657988045
6582,1425,Middle Ages,-1.0,-1.0,23.8,208.8,3.0,2.0049019607843137,2.0750279955207165,1.78021978021978
3533,1401,Middle Ages,2.2,-1.0,-1.0,4.1,3.0,3.0460615153788453,2.722163308589608,1.8716605552645365
13211,1200,Middle Ages,-1.0,1.9,-1.0,-1.0,3.0,2.9278826838087584,3.0598851517637407,3.060606060606061
12023,700,Middle Ages,-1.0,-1.0,1.8,-1.0,3.0,2.9278826838087584,3.0517543859649123,3.1876019575856445
10180,1240,Middle Ages,9.0,-1.0,0.2,-1.0,3.0,2.9331046312178386,2.4606598984771573,1.8866819221967963
2600,750,Middle Ages,0.3,1.0,-1.0,-1.0,3.0,2.9278826838087584,3.0517543859649123,3.1876019575856445
12603,1368,Middle Ages,26.0,-1.0,26.0,-1.0,3.0,2.109263657957245,1.895942245456809,2.1368655657988045
5713,600,Middle Ages,4.1,-1.0,2.5,-1.0,3.0,2.9278826838087584,2.533376226475792,2.1368655657988045
11434,1401,Middle Ages,21.6,-1.0,21.0,-1.0,3.0,2.338842975206612,2.295774647887324,2.0507083065035414
10309,1401,Middle Ages,1.1,-1.0,-1.0,4.1,3.0,3.0460615153788453,2.722163308589608,1.8866819221967963
4485,900,Middle Ages,22.86,-1.0,0.64,-1.0,3.0,1.702390766694147,1.9660783101003851,2.966666666666667
2307,1400,Middle Ages,11.1,-1.0,27.0,-1.0,3.0,2.5535714285714284,1.895942245456809,2.5593719332679097
10700,800,Middle Ages,-1.0,3.2,-1.0,-1.0,3.0,2.9278826838087584,3.0517543859649123,3.1876019575856445
4100,1340,Middle Ages,90.8,-1.0,34.6,-1.0,3.0,2.7612732095490715,3.0804206161137437,1.8321167883211682
11205,900,Middle Ages,46.5,-1.0,44.2,-1.0,3.0,3.0460615153788453,2.533376226475792,2.5
4728,1300,Middle Ages,81.3,-1.0,60.3,-1.0,3.0,1.8542148760330581,1.9660783101003851,3.078078078078078
763,500,Middle Ages,18.5,-1.0,3.0,1.0,3.0,3.24,2.533376226475792,3.0843537414965985
5139,1400,Middle Ages,20.8,-1.0,25.1,-1.0,3.0,2.431484115694642,2.228896103896104,2.0993099715870653
10715,775,Middle Ages,-1.0,-1.0,4.8,54.0,3.0,1.8622754491017963,2.0750279955207165,1.8716605552645365
7365,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,1.981003799240152,1.9660783101003851,2.0993099715870653
2967,1280,Middle Ages,10.2,-1.0,6.0,-1.0,3.0,2.7612732095490715,3.0804206161137437,1.8866819221967963
5482,500,Middle Ages,14.8,-1.0,9.3,7.2,3.0,3.08715953307393,3.0804206161137437,3.1739130434782608
4011,500,Middle Ages,-1.0,9.5,-1.0,-1.0,3.0,2.20310116929334,2.533376226475792,3.1739130434782608
4022,907,Middle Ages,37.1,-1.0,68.9,-1.0,3.0,2.455089820359281,1.895942245456809,2.1368655657988045
5802,1445,Middle Ages,-1.0,-1.0,62.2,269.1,3.0,2.0138888888888893,2.0750279955207165,1.78021978021978
2971,750,Middle Ages,3.2,-1.0,-1.0,-1.0,3.0,2.9278826838087584,2.533376226475792,3.1876019575856445
11630,500,Middle Ages,5.0,-1.0,3.3,1.2,3.0,3.2165551839464883,2.533376226475792,3.1739130434782608
11861,600,Middle Ages,6.5,-1.0,2.5,1.1,3.0,3.2165551839464883,2.533376226475792,3.9306358381502884
6976,1425,Middle Ages,8.7,-1.0,9.0,-1.0,3.0,2.7596153846153846,2.8736842105263163,2.0993099715870653
1575,1400,Middle Ages,16.0,-1.0,14.5,-1.0,3.0,1.7298728813559323,1.895942245456809,2.28125
5475,974,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,1.702390766694147,1.732608695652174,3.0
10901,1300,Middle Ages,-1.0,11.6,-1.0,-1.0,3.0,2.431484115694642,2.0561683195847618,3.3018018018018016
5060,1368,Middle Ages,90.8,-1.0,-1.0,-1.0,3.0,1.702390766694147,2.3928881179531656,2.1368655657988045
3179,1400,Middle Ages,11.1,-1.0,27.0,-1.0,3.0,2.5535714285714284,1.895942245456809,2.5593719332679097
8832,1400,Middle Ages,10.4,-1.0,3.7,1.3,3.0,2.431484115694642,2.533376226475792,2.0507083065035414
6164,1100,Middle Ages,3.5,-1.0,2.5,-1.0,3.0,2.7612732095490715,3.0804206161137437,1.8866819221967963
8031,700,Middle Ages,7.0,-1.0,6.8,-1.0,3.0,2.0656063618290257,3.0598851517637407,3.078078078078078
3913,501,Middle Ages,-1.0,-1.0,9.5,11.4,3.0,3.2165551839464883,2.3100558659217882,3.0
4631,1400,Middle Ages,-1.0,68.6,-1.0,-1.0,3.0,3.8754961630060873,2.3928881179531656,2.0993099715870653
12613,1200,Middle Ages,-1.0,1.9,-1.0,-1.0,3.0,2.9278826838087584,3.0598851517637407,3.060606060606061
9792,500,Middle Ages,21.6,-1.0,27.3,-1.0,3.0,3.2165551839464883,2.533376226475792,3.1739130434782608
4589,1400,Middle Ages,8.9,-1.0,17.8,-1.0,3.0,2.169675090252708,3.0804206161137437,1.8716605552645365
3771,1437,Middle Ages,-1.0,-1.0,4.4,30.7,3.0,2.338842975206612,2.058108108108108,1.7534883720930232
1992,750,Middle Ages,0.1,-1.0,1.6,-1.0,3.0,2.9278826838087584,3.0517543859649123,3.1876019575856445
1262,500,Middle Ages,11.0,-1.0,6.1,-1.0,3.0,3.08715953307393,3.0804206161137437,3.0843537414965985
616,1485,Middle Ages,36.2,-1.0,52.1,-1.0,3.0,1.702390766694147,1.895942245456809,2.0993099715870653
7033,1424,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,3.0,2.533376226475792,2.5
648,600,Middle Ages,114.94,-1.0,203.2,-1.0,3.0,1.8542148760330581,1.9660783101003851,3.0384615384615383
8310,1400,Middle Ages,7.0,-1.0,9.4,-1.0,3.0,2.9278826838087584,2.533376226475792,3.3018018018018016
3333,1455,Middle Ages,19.1,-1.0,18.4,-1.0,3.0,2.123425692695214,2.295774647887324,2.1974758723088343
10280,1300,Middle Ages,9.5,-1.0,2.5,-1.0,3.0,1.981003799240152,1.9660783101003851,1.8158293277144928
11891,580,Middle Ages,4.3,-1.0,9.1,-1.0,3.0,2.7595561035758323,3.0612244897959178,3.3641912512716177
8107,1450,Middle Ages,-1.0,-1.0,1.4,9.7,3.0,1.9606164383561644,1.8487972508591064,1.8719351188230855
1672,1227,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,3.1864406779661016,2.533376226475792,3.02247191011236
13191,1450,Middle Ages,51.8,-1.0,48.3,-1.0,3.0,2.0703541969917514,1.9660783101003851,2.0993099715870653
11953,1200,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,2.9278826838087584,3.0598851517637407,3.0
1292,1400,Middle Ages,5.6,-1.0,3.0,0.4,3.0,2.8928571428571432,2.533376226475792,1.9583333333333333
1962,1400,Middle Ages,-1.0,41.6,-1.0,-1.0,3.0,1.982170147733061,2.0561683195847618,2.1368655657988045
13036,1460,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,1.8542148760330581,1.9660783101003851,2.991869918699187
5179,1368,Middle Ages,27.9,-1.0,27.9,-1.0,3.0,1.981003799240152,1.9660783101003851,2.1368655657988045
1656,1401,Middle Ages,-1.0,-1.0,-1.0,88.8,3.0,2.123425692695214,1.8487972508591064,1.8719351188230855
10603,1400,Middle Ages,6.0,-1.0,3.5,4.4,3.0,2.780701754385965,2.533376226475792,1.8866819221967963
12451,700,Middle Ages,-1.0,1.6,-1.0,-1.0,3.0,2.9278826838087584,3.0517543859649123,3.1876019575856445
9695,1100,Middle Ages,5.7,-1.0,8.9,-1.0,3.0,2.7612732095490715,3.0804206161137437,1.8866819221967963
1847,1250,Middle Ages,16.9,-1.0,-1.0,-1.0,3.0,3.8754961630060873,2.0561683195847618,3.3018018018018016
765,1125,Middle Ages,8.3,-1.0,-1.0,-1.0,3.0,3.08715953307393,3.0804206161137437,3.0
10671,900,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,2.9278826838087584,3.0598851517637407,3.0625
7490,960,Middle Ages,26.0,-1.0,146.7,-1.0,3.0,2.109263657957245,1.895942245456809,2.1368655657988045
13322,1401,Middle Ages,8.9,-1.0,10.8,7.9,3.0,1.8333333333333333,2.3100558659217882,3.0
8149,1300,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,2.5,2.533376226475792,3.02247191011236
4935,500,Middle Ages,3.8,-1.0,1.0,-1.0,3.0,3.08715953307393,3.0804206161137437,3.0843537414965985
2227,1401,Middle Ages,3.0,-1.0,-1.0,-1.0,3.0,3.0460615153788453,1.9814665592264304,2.0993099715870653
10246,1450,Middle Ages,17.1,-1.0,50.2,-1.0,3.0,2.5535714285714284,1.942942942942943,2.1368655657988045
5343,1150,Middle Ages,40.7,-1.0,-1.0,-1.0,3.0,3.0460615153788453,2.533376226475792,3.1876019575856445
2570,1400,Middle Ages,16.0,-1.0,14.5,-1.0,3.0,1.7298728813559323,1.895942245456809,2.28125
11955,1000,Middle Ages,-1.0,3.81,-1.0,-1.0,3.0,2.20310116929334,3.0598851517637407,2.7419354838709675
1384,1480,Middle Ages,-1.0,20.0,-1.0,-1.0,3.0,2.169675090252708,3.0804206161137437,2.0507083065035414
4241,1430,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,2.0703541969917514,1.9660783101003851,2.116438356164384
8644,1380,Middle Ages,-1.0,-1.0,19.0,194.9,3.0,2.0138888888888893,2.0750279955207165,1.78021978021978
1733,1301,Middle Ages,14.1,-1.0,9.5,-1.0,3.0,2.7614213197969546,2.722163308589608,2.1974758723088343
7640,1000,Middle Ages,95.3,-1.0,32.7,-1.0,3.0,2.085714285714286,2.3928881179531656,1.8158293277144928
7399,700,Middle Ages,-1.0,1.2,-1.0,-1.0,3.0,2.9278826838087584,3.0517543859649123,3.1876019575856445
10523,1100,Middle Ages,6.0,-1.0,3.0,-1.0,3.0,2.7612732095490715,3.0804206161137437,1.8866819221967963
7598,1400,Middle Ages,10.8,-1.0,3.2,-1.0,3.0,1.981003799240152,1.9660783101003851,1.8158293277144928
7096,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0,3.0,2.5535714285714284,1.895942245456809,2.5593719332679097
10961,1400,Middle Ages,9.8,-1.0,16.5,1.0,3.0,1.981003799240152,2.091633466135458,1.8866819221967963
2973,700,Middle Ages,39.4,-1.0,11.4,-1.0,3.0,2.2,2.3928881179531656,3.0
511,1480,Middle Ages,5.4,-1.0,8.3,-1.0,3.0,3.08715953307393,3.0804206161137437,2.1666666666666665
10977,1368,Middle Ages,-1.0,1.9,-1.0,-1.0,3.0,1.9447983014862,2.0561683195847618,2.1368655657988045
10186,600,Middle Ages,20.8,-1.0,20.9,-1.0,3.0,1.981003799240152,1.9660783101003851,3.1739130434782608
1967,1445,Middle Ages,24.8,-1.0,20.2,-1.0,3.0,2.123425692695214,2.228896103896104,2.0507083065035414
11863,1392,Middle Ages,-1.0,11.4,-1.0,-1.0,3.0,3.0460615153788453,3.2746478873239435,1.8158293277144928
10176,1300,Middle Ages,21.6,-1.0,-1.0,-1.0,3.0,2.1510791366906474,2.0561683195847618,2.1368655657988045
13352,1434,Middle Ages,156.8,-1.0,69.9,-1.0,3.0,2.455089820359281,1.895942245456809,2.1368655657988045
2035,1200,Middle Ages,5.5,-1.0,3.0,-1.0,3.0,3.08715953307393,3.0804206161137437,1.8434845472618837
13249,1190,Middle Ages,9.2,-1.0,8.7,0.3,3.0,2.9331046312178386,2.4606598984771573,1.8866819221967963
