Historical Period,height,diam,width,depth,num_period,medium_num,classif_num,culture_num
Antiquity,10.2,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
Antiquity,10.2,-1.0,10.5,3.8,4.0,3.8754961630060873,3.9998039600078417,3.995656894679696
Antiquity,31.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,9.8,-1.0,5.1,-1.0,4.0,1.981003799240152,1.9660783101003847,1.8158293277144928
Antiquity,38.4,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.8318584070796464,3.0598851517637407,4.0
Antiquity,-1.0,4.5,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
Antiquity,5.6,-1.0,0.9,-1.0,4.0,2.926136363636364,3.080420616113744,3.9059653916211294
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.995656894679696
Antiquity,10.2,-1.0,10.5,-1.0,4.0,3.0460615153788453,2.533376226475792,4.0
Antiquity,-1.0,5.9,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9941093308199815
Antiquity,8.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
Antiquity,-1.0,60.3,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,1.8,-1.0,0.5,1.5,4.0,3.145038167938931,3.995565410199557,3.99710843373494
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,17.9,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,8.31,-1.0,5.31,-1.0,4.0,3.1666666666666665,4.0,4.0
Antiquity,7.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,4.6,-1.0,10.8,-1.0,4.0,3.08715953307393,3.080420616113744,3.9059653916211294
Antiquity,2.5,-1.0,4.3,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,5.41,-1.0,2.21,5.11,4.0,3.0460615153788453,2.533376226475792,4.0
Antiquity,11.4,9.8,-1.0,-1.0,4.0,3.0460615153788453,3.0517543859649123,3.9126213592233015
Antiquity,50.8,-1.0,-1.0,-1.0,4.0,1.8854166666666667,2.0561683195847618,1.8158293277144928
Antiquity,12.9,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.930635838150288
Antiquity,3.9,-1.0,4.5,0.6,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,-1.0,-1.0,12.7,-1.0,4.0,3.0460615153788453,3.0517543859649123,3.3018018018018016
Antiquity,8.3,-1.0,26.0,-1.0,4.0,2.9278826838087584,2.378571428571429,1.8716605552645365
Antiquity,24.8,-1.0,6.0,6.0,4.0,3.0460615153788453,3.998734977862112,4.0
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.655913978494624,2.533376226475792,3.981916817359856
Antiquity,10.4,-1.0,5.0,0.7,4.0,2.926136363636364,3.080420616113744,3.1739130434782608
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.9941093308199815
Antiquity,30.9,-1.0,4.5,-1.0,4.0,3.119047619047618,2.533376226475792,3.8412698412698414
Antiquity,-1.0,8.9,-1.0,-1.0,4.0,3.0460615153788453,3.0517543859649123,3.3018018018018016
Antiquity,54.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,-1.0,0.99,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.981916817359856
Antiquity,2.57,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
Antiquity,4.1,-1.0,5.1,-1.0,4.0,1.981003799240152,1.9660783101003847,3.253012048192772
Antiquity,4.8,-1.0,4.6,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,4.8,-1.0,10.2,-1.0,4.0,3.0460615153788453,2.533376226475792,3.02247191011236
Antiquity,5.1,-1.0,2.5,-1.0,4.0,3.08715953307393,3.080420616113744,3.3641912512716177
Antiquity,6.6,-1.0,4.5,0.8,4.0,3.2165551839464883,2.533376226475792,3.9941093308199815
Antiquity,3.81,-1.0,29.85,-1.0,4.0,1.854214876033058,1.9660783101003847,4.0
Antiquity,44.5,-1.0,-1.0,-1.0,4.0,3.655913978494624,2.533376226475792,2.1368655657988045
Antiquity,3.6,-1.0,5.1,0.8,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,12.07,-1.0,22.23,-1.0,4.0,1.854214876033058,1.9660783101003847,4.0
Antiquity,-1.0,5.5,-1.0,-1.0,4.0,2.9331046312178386,3.0598851517637407,4.0
Antiquity,30.5,-1.0,12.0,31.8,4.0,3.0460615153788453,2.533376226475792,2.1368655657988045
Antiquity,10.2,-1.0,7.6,-1.0,4.0,1.981003799240152,1.9660783101003847,2.1368655657988045
Antiquity,1.8,-1.0,1.4,0.4,4.0,2.9278826838087584,3.995565410199557,4.0
Antiquity,1.9,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,2.9325842696629216
Antiquity,-1.0,15.01,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,-1.0,8.5,-1.0,-1.0,4.0,2.8318584070796464,3.0598851517637407,4.0
Antiquity,1.1,-1.0,0.1,-1.0,4.0,2.9278826838087584,3.995565410199557,3.99710843373494
Antiquity,4.7,-1.0,2.7,6.8,4.0,3.0460615153788453,2.533376226475792,3.981916817359856
Antiquity,12.1,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9059653916211294
Antiquity,2.1,-1.0,1.9,1.0,4.0,2.20310116929334,2.533376226475792,3.0843537414965985
Antiquity,14.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,9.1,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.8318584070796464,3.0598851517637407,4.0
Antiquity,-1.0,30.2,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,23.4,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
Antiquity,1.9,-1.0,0.2,-1.0,4.0,2.20310116929334,3.040983606557377,3.9941093308199815
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9059653916211294
Antiquity,11.5,-1.0,6.4,1.8,4.0,2.776119402985074,2.533376226475792,3.9941093308199815
Antiquity,-1.0,11.5,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,4.0
Antiquity,16.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,2.6,-1.0,2.8,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,4.9,8.4,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,27.5,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.930635838150288
Antiquity,4.4,23.7,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.995656894679696
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.995656894679696
Antiquity,2.1,-1.0,8.4,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9941093308199815
Antiquity,-1.0,7.1,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,13.1,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,8.3,-1.0,14.6,-1.0,4.0,3.0460615153788453,2.533376226475792,1.5933609958506223
Antiquity,2.5,-1.0,1.3,7.6,4.0,2.0835561497326203,2.3928881179531656,2.1368655657988045
Antiquity,-1.0,8.7,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.995656894679696
Antiquity,36.5,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,16.4,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,2.21,-1.0,1.4,2.31,4.0,3.08715953307393,3.080420616113744,4.0
Antiquity,8.9,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9059653916211294
Antiquity,-1.0,7.6,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
Antiquity,7.8,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,16.8,-1.0,-1.0,-1.0,4.0,1.9447983014862,2.0561683195847618,2.536977491961415
Antiquity,7.1,-1.0,10.8,-1.0,4.0,3.0460615153788453,2.533376226475792,3.02247191011236
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.99710843373494
Antiquity,1.27,-1.0,4.75,-1.0,4.0,3.0460615153788453,2.533376226475792,3.849557522123893
Antiquity,-1.0,42.5,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,22.1,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,-1.0,6.4,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,4.0
Antiquity,12.4,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,7.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,4.0
Antiquity,28.5,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9059653916211294
Antiquity,15.66,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
Antiquity,0.6,-1.0,1.3,1.0,4.0,2.9278826838087584,3.993197278911565,3.99710843373494
Antiquity,-1.0,5.1,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
Antiquity,49.5,-1.0,37.5,-1.0,4.0,2.8318584070796464,2.533376226475792,2.5593719332679097
Antiquity,-1.0,-1.0,7.0,-1.0,4.0,3.0460615153788453,3.0517543859649123,3.3018018018018016
Antiquity,16.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.3641912512716177
Antiquity,-1.0,6.4,-1.0,-1.0,4.0,3.0460615153788453,3.0517543859649123,3.3018018018018016
Antiquity,20.2,-1.0,38.3,13.2,4.0,1.7721518987341771,2.3928881179531656,3.3641912512716177
Antiquity,-1.0,0.9,-1.0,-1.0,4.0,2.20310116929334,2.533376226475792,4.0
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,4.0
Antiquity,38.1,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
Antiquity,-1.0,10.3,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,-1.0,14.5,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
Antiquity,1.91,-1.0,1.42,-1.0,4.0,3.0460615153788453,2.533376226475792,3.6271186440677967
Antiquity,3.2,-1.0,9.5,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,1.7,-1.0,0.6,1.9,4.0,2.9278826838087584,3.995565410199557,3.995656894679696
Antiquity,21.6,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,25.4,-1.0,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,2.1368655657988045
Antiquity,-1.0,22.1,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,4.0
Antiquity,7.4,-1.0,5.4,5.4,4.0,3.655913978494624,2.533376226475792,3.981916817359856
Antiquity,9.4,-1.0,11.4,-1.0,4.0,3.0460615153788453,2.533376226475792,3.02247191011236
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,2.1,-1.0,0.1,-1.0,4.0,2.9278826838087584,3.040983606557377,3.1739130434782608
Antiquity,7.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9941093308199815
Antiquity,-1.0,3.0,-1.0,-1.0,4.0,3.2165551839464883,2.533376226475792,4.0
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.3641912512716177
Antiquity,-1.0,6.2,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,3.0,-1.0,-1.0,4.0,2.926136363636364,3.080420616113744,3.9059653916211294
Antiquity,5.4,-1.0,6.4,0.4,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,18.3,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,-1.0,-1.0,-1.0,10.8,4.0,3.0460615153788453,2.533376226475792,3.1876019575856445
Antiquity,7.0,6.8,-1.0,7.1,4.0,3.0460615153788453,2.533376226475792,2.1368655657988045
Antiquity,6.99,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,-1.0,7.9,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
Antiquity,8.0,-1.0,6.0,-1.0,4.0,1.981003799240152,1.9660783101003847,2.1368655657988045
Antiquity,14.7,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
