Historical Period,height,diam,width,depth,num_period,medium_num,classif_num,culture_num
Antiquity,20.9,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9059653916211294
Antiquity,3.2,-1.0,-1.0,19.7,4.0,3.3714285714285714,2.533376226475792,2.1368655657988045
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.2165551839464883,3.1944444444444446,4.0
Antiquity,1.4,-1.0,0.4,-1.0,4.0,2.9278826838087584,3.993197278911565,3.9941093308199815
Antiquity,57.8,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9059653916211294
Antiquity,106.7,-1.0,19.1,-1.0,4.0,1.981003799240152,1.9660783101003847,3.849557522123893
Antiquity,10.8,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,0.6,-1.0,1.2,0.6,4.0,2.9278826838087584,3.995565410199557,3.99710843373494
Antiquity,17.5,-1.0,8.1,1.3,4.0,3.0460615153788453,3.998734977862112,3.995656894679696
Antiquity,-1.0,6.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.0460615153788453,1.295343137254902,2.0993099715870653
Antiquity,109.8,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9941093308199815
Antiquity,4.5,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,9.2,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,23.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,3.0,-1.0,3.8,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,1.3,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.99710843373494
Antiquity,30.8,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,6.7,-1.0,0.2,-1.0,4.0,2.431484115694642,2.533376226475792,3.3641912512716177
Antiquity,0.9,-1.0,1.9,-1.0,4.0,2.926136363636364,3.995565410199557,3.9941093308199815
Antiquity,7.6,-1.0,3.8,-1.0,4.0,3.8754961630060873,2.3928881179531656,2.5593719332679097
Antiquity,16.5,-1.0,8.9,8.9,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,11.3,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
Antiquity,13.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,4.1,-1.0,5.1,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,41.6,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9059653916211294
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.655913978494624,2.533376226475792,3.981916817359856
Antiquity,-1.0,4.6,-1.0,-1.0,4.0,2.20310116929334,3.995565410199557,3.99710843373494
Antiquity,14.6,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,3.5,-1.0,2.7,0.3,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,42.6,-1.0,20.7,14.7,4.0,3.2165551839464883,2.533376226475792,3.1739130434782608
Antiquity,-1.0,3.51,-1.0,-1.0,4.0,2.9278826838087584,2.533376226475792,3.981916817359856
Antiquity,34.3,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,-1.0,7.9,-1.0,-1.0,4.0,2.20310116929334,2.533376226475792,3.981916817359856
Antiquity,20.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,-1.0,30.2,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,-1.0,59.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.995656894679696
Antiquity,-1.0,8.1,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,17.8,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,32.7,-1.0,-1.0,-1.0,4.0,1.702390766694147,2.3928881179531656,2.1368655657988045
Antiquity,-1.0,4.9,-1.0,21.0,4.0,3.0460615153788453,2.533376226475792,2.1368655657988045
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9941093308199815
Antiquity,-1.0,2.0,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.2307692307692317
Antiquity,1.9,-1.0,2.7,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,4.3,15.4,-1.0,-1.0,4.0,2.1820083682008367,3.995565410199557,3.9059653916211294
Antiquity,1.2,-1.0,0.95,0.3,4.0,3.0460615153788453,2.533376226475792,4.0
Antiquity,17.5,-1.0,21.6,-1.0,4.0,3.3285714285714287,3.998734977862112,3.995656894679696
Antiquity,28.7,-1.0,15.1,11.1,4.0,3.2165551839464883,2.533376226475792,3.1739130434782608
Antiquity,8.3,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,5.7,-1.0,6.5,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9941093308199815
Antiquity,19.8,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.926136363636364,3.080420616113744,4.0
Antiquity,4.5,-1.0,5.7,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,1.19,-1.0,-1.0,4.0,3.2165551839464883,2.533376226475792,4.0
Antiquity,5.4,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
Antiquity,7.3,8.3,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,15.4,-1.0,-1.0,4.0,2.20310116929334,3.995565410199557,3.9059653916211294
Antiquity,2.9,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.9059653916211294
Antiquity,13.5,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
Antiquity,1.0,-1.0,0.5,14.6,4.0,2.20310116929334,3.995565410199557,3.99710843373494
Antiquity,-1.0,28.6,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.9059653916211294
Antiquity,1.6,-1.0,0.6,1.5,4.0,2.9278826838087584,3.995565410199557,3.9059653916211294
Antiquity,24.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,4.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,4.7,-1.0,1.8,1.8,4.0,2.8318584070796464,2.533376226475792,3.849557522123893
Antiquity,6.4,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.995656894679696
Antiquity,-1.0,21.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.995656894679696
Antiquity,7.2,-1.0,0.5,-1.0,4.0,3.2165551839464883,2.533376226475792,3.1739130434782608
Antiquity,-1.0,19.1,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,13.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,9.5,-1.0,7.3,-1.0,4.0,3.145038167938931,1.8487972508591064,1.8719351188230853
Antiquity,-1.0,8.3,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,15.6,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9059653916211294
Antiquity,-1.0,3.5,-1.0,-1.0,4.0,2.9278826838087584,3.0598851517637407,4.0
Antiquity,-1.0,-1.0,5.9,-1.0,4.0,3.0460615153788453,3.0517543859649123,3.3018018018018016
Antiquity,-1.0,24.46,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,4.0
Antiquity,20.3,27.0,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,2.1368655657988045
Antiquity,4.11,-1.0,2.21,-1.0,4.0,3.08715953307393,3.080420616113744,3.849557522123893
Antiquity,-1.0,3.5,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,4.0
Antiquity,4.4,-1.0,9.2,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,4.9,-1.0,6.1,0.9,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,2.5,-1.0,9.5,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9941093308199815
Antiquity,-1.0,17.1,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.3641912512716177
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.993197278911565,4.0
Antiquity,-1.0,3.7,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,16.7,-1.0,2.0,1.0,4.0,2.702702702702702,2.533376226475792,3.8412698412698414
Antiquity,5.4,-1.0,-1.0,-1.0,4.0,3.8754961630060873,2.3928881179531656,3.9
Antiquity,8.7,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,7.6,7.9,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,2.6,-1.0,0.8,-1.0,4.0,2.9278826838087584,3.995565410199557,3.9941093308199815
Antiquity,-1.0,-1.0,4.0,14.1,4.0,2.0588235294117645,2.533376226475792,2.1368655657988045
Antiquity,4.1,-1.0,6.5,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.995656894679696
Antiquity,7.0,2.9,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.3018018018018016
Antiquity,6.9,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,11.6,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,8.3,10.2,-1.0,-1.0,4.0,3.8754961630060873,2.533376226475792,3.3018018018018016
Antiquity,22.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,3.8,9.2,-1.0,-1.0,4.0,3.0460615153788453,3.0517543859649123,3.3018018018018016
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,-1.0,12.7,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
Antiquity,-1.0,12.7,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,2.6,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,9.5,-1.0,-1.0,4.0,3.0460615153788453,3.0517543859649123,3.3018018018018016
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,1.3,-1.0,0.9,2.0,4.0,2.20310116929334,3.995565410199557,3.99710843373494
Antiquity,-1.0,9.5,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.930635838150288
Antiquity,-1.0,5.9,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,11.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9941093308199815
Antiquity,10.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,-1.0,45.4,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,18.4,-1.0,20.5,-1.0,4.0,2.7595561035758323,2.8736842105263163,3.3641912512716177
Antiquity,10.8,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
Antiquity,13.2,-1.0,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.3018018018018016
Antiquity,4.4,-1.0,7.3,-1.0,4.0,3.08715953307393,3.080420616113744,3.9059653916211294
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.2307692307692317
Antiquity,9.5,-1.0,-1.0,-1.0,4.0,2.431484115694642,1.8487972508591064,1.8719351188230853
Antiquity,8.4,-1.0,8.0,-1.0,4.0,2.9331046312178386,3.0598851517637407,2.966666666666667
Antiquity,-1.0,3.7,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.99710843373494
Antiquity,1.3,-1.0,13.89,-1.0,4.0,3.0460615153788453,2.533376226475792,3.981916817359856
Antiquity,-1.0,15.9,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
Antiquity,-1.0,41.7,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,-1.0,1.3,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.9059653916211294
Antiquity,5.9,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,19.4,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9331046312178386,3.0598851517637407,4.0
Antiquity,-1.0,11.1,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,5.8,-1.0,4.3,0.3,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,4.0,-1.0,7.5,-1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,9.2,-1.0,11.7,-1.0,4.0,1.981003799240152,1.9660783101003847,1.8158293277144928
Antiquity,9.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,19.7,-1.0,6.4,-1.0,4.0,1.981003799240152,1.9660783101003847,2.1368655657988045
Antiquity,8.6,-1.0,3.2,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,26.49,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.2165551839464883,2.533376226475792,4.0
Antiquity,-1.0,27.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.995656894679696
Antiquity,-1.0,11.1,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.995656894679696
Antiquity,13.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9059653916211294
Antiquity,2.6,-1.0,1.9,0.3,4.0,3.1272727272727274,3.993197278911565,3.9941093308199815
Antiquity,-1.0,-1.0,-1.0,17.0,4.0,2.20310116929334,3.0598851517637407,3.583333333333333
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.8318584070796464,2.533376226475792,4.0
Antiquity,5.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,-1.0,43.8,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.995656894679696
Antiquity,2.4,-1.0,0.3,-1.0,4.0,3.0460615153788453,3.040983606557377,3.9941093308199815
Antiquity,8.2,-1.0,5.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.930635838150288
Antiquity,6.5,-1.0,2.1,-1.0,4.0,2.776119402985074,2.533376226475792,3.9941093308199815
Antiquity,-1.0,18.4,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,21.9,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.9059653916211294
Antiquity,27.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.995656894679696
Antiquity,6.4,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9941093308199815
Antiquity,5.3,-1.0,11.2,0.9,4.0,2.7595561035758323,2.0561683195847618,3.3641912512716177
Antiquity,-1.0,11.1,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
Antiquity,-1.0,3.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,9.2,-1.0,7.0,4.7,4.0,3.2165551839464883,2.533376226475792,3.1739130434782608
Antiquity,-1.0,40.6,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.995656894679696
Antiquity,-1.0,3.8,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,11.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,10.3,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,-1.0,7.5,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.3018018018018016
Antiquity,1.8,-1.0,3.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,20.3,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9059653916211294
Antiquity,13.7,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9059653916211294
Antiquity,14.6,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,-1.0,10.3,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,15.5,-1.0,-1.0,-1.0,4.0,2.1820083682008367,3.995565410199557,3.9059653916211294
Antiquity,11.9,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,15.5,-1.0,14.7,-1.0,4.0,2.7595561035758323,3.0612244897959178,2.9325842696629216
Antiquity,-1.0,34.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,8.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,11.1,-1.0,13.3,2.5,4.0,3.8754961630060873,2.0561683195847618,3.9
Antiquity,0.8,-1.0,1.5,1.4,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,16.8,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,-1.0,15.9,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,34.3,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,-1.0,3.5,-1.0,-1.0,4.0,2.9278826838087584,3.0598851517637407,4.0
Antiquity,5.1,-1.0,1.3,-1.0,4.0,3.0460615153788453,2.533376226475792,2.1368655657988045
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.3641912512716177
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.993197278911565,4.0
Antiquity,-1.0,11.0,-1.0,-1.0,4.0,2.8318584070796464,3.0517543859649123,2.5593719332679097
Antiquity,1.0,-1.0,0.5,0.7,4.0,2.20310116929334,3.993197278911565,3.99710843373494
Antiquity,-1.0,44.2,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,-1.0,14.8,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
Antiquity,46.4,28.9,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.1876019575856445
Antiquity,13.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,3.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,1.0,-1.0,0.3,1.3,4.0,2.9278826838087584,3.995565410199557,3.99710843373494
Antiquity,10.3,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
Antiquity,3.5,-1.0,8.0,8.2,4.0,3.8754961630060873,3.9998039600078417,3.9941093308199815
Antiquity,-1.0,-1.0,-1.0,16.8,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
Antiquity,-1.0,8.5,-1.0,-1.0,4.0,2.8318584070796464,3.0598851517637407,3.2494577006507592
Antiquity,15.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.0598851517637407,4.0
Antiquity,26.01,-1.0,5.69,-1.0,4.0,3.2165551839464883,2.533376226475792,4.0
Antiquity,-1.0,2.39,-1.0,-1.0,4.0,2.8318584070796464,4.0,3.981916817359856
Antiquity,3.4,-1.0,7.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,3.8,-1.0,6.4,-1.0,4.0,3.0460615153788453,2.533376226475792,4.0
Antiquity,2.01,-1.0,11.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.981916817359856
Antiquity,14.6,-1.0,11.9,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,7.9,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,2.533376226475792,3.6271186440677967
Antiquity,17.1,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,-1.0,16.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9941093308199815
Antiquity,14.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,-1.0,3.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.0598851517637407,4.0
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.3641912512716177
Antiquity,9.2,-1.0,15.2,-1.0,4.0,3.8754961630060873,3.993417115499701,4.0
Antiquity,23.3,-1.0,1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.981916817359856
Antiquity,2.0,-1.0,0.1,-1.0,4.0,2.9278826838087584,3.040983606557377,3.1739130434782608
Antiquity,3.2,-1.0,5.1,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.3641912512716177
Antiquity,16.5,-1.0,11.1,-1.0,4.0,3.0460615153788453,2.533376226475792,3.1876019575856445
Antiquity,-1.0,14.9,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9059653916211294
Antiquity,-1.0,2.9,-1.0,-1.0,4.0,2.20310116929334,2.533376226475792,4.0
Antiquity,-1.0,13.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,-1.0,-1.0,-1.0,10.8,4.0,3.0460615153788453,2.533376226475792,3.1876019575856445
Antiquity,18.9,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,4.3,-1.0,0.6,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,-1.0,7.5,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
Antiquity,5.1,-1.0,3.6,0.5,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9059653916211294
Antiquity,2.1,-1.0,2.9,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,2.1,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,9.9,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.1510791366906474,2.0561683195847618,2.1368655657988045
Antiquity,11.7,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,10.5,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.995656894679696
Antiquity,8.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
Antiquity,2.7,-1.0,7.9,-1.0,4.0,3.3285714285714287,2.533376226475792,3.981916817359856
Antiquity,9.5,-1.0,5.7,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,11.5,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
Antiquity,-1.0,12.4,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.995656894679696
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.9059653916211294
Antiquity,15.2,-1.0,10.8,-1.0,4.0,3.8754961630060873,2.0561683195847618,3.9
Antiquity,11.4,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,6.4,-1.0,7.6,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.995656894679696
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.9941093308199815
Antiquity,-1.0,2.7,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.995656894679696
Antiquity,11.8,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
Antiquity,-1.0,1.7,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,4.0
Antiquity,16.8,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,1.702390766694147,1.732608695652174,3.981916817359856
Antiquity,-1.0,14.71,-1.0,-1.0,4.0,3.08715953307393,3.080420616113744,3.981916817359856
Antiquity,-1.0,6.02,-1.0,-1.0,4.0,2.9278826838087584,2.533376226475792,4.0
Antiquity,3.7,-1.0,0.7,-1.0,4.0,3.08715953307393,3.993197278911565,3.9941093308199815
Antiquity,5.9,-1.0,4.8,0.5,4.0,3.8754961630060873,3.9998039600078417,4.0
Antiquity,1.7,-1.0,0.8,2.5,4.0,2.9278826838087584,3.995565410199557,3.99710843373494
Antiquity,1.2,-1.0,1.3,3.3,4.0,3.8409090909090913,3.995565410199557,3.9941093308199815
Antiquity,11.6,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
Antiquity,2.45,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.995656894679696
Antiquity,0.81,-1.0,13.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.849557522123893
